Year,Sport,Gender,Scores,Rank,School
2023,Cross Country,Women,5,5,Lake Forest College
2023,Tennis,Women,6,2,Lake Forest College
2023,Basketball,Women,2,8,Lake Forest College
2023,Swimming,Women,7,2,Lake Forest College
2023,Indoor Track & Field,Women,1,9,Lake Forest College
2023,Outdoor Track & Field,Women,1,9,Lake Forest College
2023,Softball,Women,9,1,Lake Forest College
2023,Total,Women,47,3,Lake Forest College
2023,Volleyball,Women,3,7,Lawrence University
2023,Soccer,Women,7,3,Lawrence University
2023,Cross Country,Women,8,2,Lawrence University
2023,Tennis,Women,2,6,Lawrence University
2023,Basketball,Women,5.5,4,Lawrence University
2023,Swimming,Women,6,3,Lawrence University
2023,Indoor Track & Field,Women,4,6,Lawrence University
2023,Outdoor Track & Field,Women,3,7,Lawrence University
2023,Softball,Women,4,6,Lawrence University
2023,Total,Women,42.5,5,Lawrence University
2023,Volleyball,Women,5,5,Monmouth College
2023,Soccer,Women,5,5,Monmouth College
2023,Cross Country,Women,3,7,Monmouth College
2023,Tennis,Women,3,5,Monmouth College
2023,Basketball,Women,1,9,Monmouth College
2023,Swimming,Women,4.5,4,Monmouth College
2023,Indoor Track & Field,Women,8,2,Monmouth College
2023,Outdoor Track & Field,Women,8,2,Monmouth College
2023,Softball,Women,5,5,Monmouth College
2023,Total,Women,42.5,5,Monmouth College
2023,Volleyball,Women,4,6,Ripon College
2023,Soccer,Women,3,7,Ripon College
2023,Cross Country,Women,7,3,Ripon College
2023,Tennis,Women,1,7,Ripon College
2023,Basketball,Women,9,1,Ripon College
2023,Swimming,Women,4.5,4,Ripon College
2023,Indoor Track & Field,Women,9,1,Ripon College
2023,Outdoor Track & Field,Women,9,1,Ripon College
2023,Softball,Women,3,7,Ripon College
2023,Total,Women,49.5,2,Ripon College
2024,Football,Men,1.5,8,Beloit College
2024,Soccer,Men,1,9,Beloit College
2024,Cross Country,Men,1,9,Beloit College
2024,Basketball,Men,2.5,7,Beloit College
2024,Swimming,Men,2,6,Beloit College
2024,Indoor Track & Field,Men,5,5,Beloit College
2024,Total,Men,13,9,Beloit College
2024,Football,Men,6,4,Cornell College
2024,Soccer,Men,4,6,Cornell College
2024,Cross Country,Men,9,1,Cornell College
2024,Basketball,Men,4,6,Cornell College
2024,Indoor Track & Field,Men,9,1,Cornell College
2024,Total,Men,32,5,Cornell College
2024,Football,Men,3.5,6,Grinnell College
2024,Soccer,Men,6.5,3,Grinnell College
2024,Cross Country,Men,7,3,Grinnell College
2024,Basketball,Men,8,2,Grinnell College
2024,Swimming,Men,8,1,Grinnell College
2024,Indoor Track & Field,Men,4,6,Grinnell College
2024,Total,Men,37,1,Grinnell College
2024,Football,Men,8,3,Illinois College
2024,Soccer,Men,8,2,Illinois College
2024,Cross Country,Men,3,7,Illinois College
2024,Basketball,Men,6.5,3,Illinois College
2024,Swimming,Men,5,3,Illinois College
2024,Indoor Track & Field,Men,6,4,Illinois College
2024,Total,Men,36.5,2,Illinois College
2024,Football,Men,3.5,6,Knox College
2024,Soccer,Men,6.5,3,Knox College
2024,Cross Country,Men,5,5,Knox College
2024,Basketball,Men,1,9,Knox College
2024,Indoor Track & Field,Men,2,8,Knox College
2024,Total,Men,18,8,Knox College
2024,Football,Men,10,1,Lake Forest College
2024,Soccer,Men,9,1,Lake Forest College
2024,Cross Country,Men,2,8,Lake Forest College
2024,Basketball,Men,6.5,3,Lake Forest College
2024,Swimming,Men,6,2,Lake Forest College
2024,Indoor Track & Field,Men,1,9,Lake Forest College
2024,Total,Men,34.5,4,Lake Forest College
2024,Football,Men,1.5,8,Lawrence University
2024,Soccer,Men,3,7,Lawrence University
2024,Cross Country,Men,8,2,Lawrence University
2024,Basketball,Men,2.5,7,Lawrence University
2024,Swimming,Men,4,4,Lawrence University
2024,Indoor Track & Field,Men,3,7,Lawrence University
2024,Total,Men,22,7,Lawrence University
2024,Football,Men,9,2,Monmouth College
2024,Soccer,Men,2,8,Monmouth College
2024,Cross Country,Men,4,6,Monmouth College
2024,Basketball,Men,9,1,Monmouth College
2024,Swimming,Men,3,5,Monmouth College
2024,Indoor Track & Field,Men,8,2,Monmouth College
2024,Total,Men,35,3,Monmouth College
2024,Football,Men,5,5,Ripon College
2024,Soccer,Men,5,5,Ripon College
2024,Cross Country,Men,6,4,Ripon College
2024,Basketball,Men,5,5,Ripon College
2024,Swimming,Men,1,7,Ripon College
2024,Indoor Track & Field,Men,7,3,Ripon College
2024,Total,Men,29,6,Ripon College
2024,Volleyball,Women,1,9,Beloit College
2024,Soccer,Women,6,4,Beloit College
2024,Cross Country,Women,2,8,Beloit College
2024,Basketball,Women,2,7,Beloit College
2024,Swimming,Women,5,3,Beloit College
2024,Indoor Track & Field,Women,3,7,Beloit College
2024,Total,Women,19,8,Beloit College
2024,Volleyball,Women,9,1,Cornell College
2024,Soccer,Women,2,8,Cornell College
2024,Cross Country,Women,6,4,Cornell College
2024,Tennis,Women,5,3,Cornell College
2024,Basketball,Women,5.5,4,Cornell College
2024,Indoor Track & Field,Women,5,5,Cornell College
2024,Total,Women,32.5,4,Cornell College
2024,Volleyball,Women,8,2,Grinnell College
2024,Soccer,Women,7,3,Grinnell College
2024,Cross Country,Women,8,2,Grinnell College
2024,Tennis,Women,7,1,Grinnell College
2024,Basketball,Women,7.5,2,Grinnell College
2024,Swimming,Women,8,1,Grinnell College
2024,Indoor Track & Field,Women,7,3,Grinnell College
2024,Total,Women,52.5,1,Grinnell College
2024,Volleyball,Women,6,4,Illinois College
2024,Soccer,Women,4,6,Illinois College
2024,Cross Country,Women,1,9,Illinois College
2024,Tennis,Women,4,4,Illinois College
2024,Basketball,Women,4,6,Illinois College
2024,Swimming,Women,1,7,Illinois College
2024,Indoor Track & Field,Women,9,1,Illinois College
2024,Total,Women,29,7,Illinois College
2024,Volleyball,Women,3,7,Knox College
2024,Soccer,Women,1,9,Knox College
2024,Cross Country,Women,3,7,Knox College
2024,Basketball,Women,5.5,4,Knox College
2024,Indoor Track & Field,Women,1,9,Knox College
2024,Total,Women,13.5,9,Knox College
2024,Volleyball,Women,4,6,Lake Forest College
2024,Soccer,Women,8.5,1,Lake Forest College
2024,Cross Country,Women,5,5,Lake Forest College
2024,Tennis,Women,6,2,Lake Forest College
2024,Basketball,Women,2,7,Lake Forest College
2024,Swimming,Women,6,2,Lake Forest College
2024,Indoor Track & Field,Women,2,8,Lake Forest College
2024,Total,Women,33.5,3,Lake Forest College
2024,Volleyball,Women,5,5,Lawrence University
2024,Soccer,Women,8.5,1,Lawrence University
2024,Cross Country,Women,9,1,Lawrence University
2024,Tennis,Women,3,5,Lawrence University
2024,Basketball,Women,7.5,2,Lawrence University
2024,Swimming,Women,4,4,Lawrence University
2024,Indoor Track & Field,Women,4,6,Lawrence University
2024,Total,Women,41,2,Lawrence University
2024,Volleyball,Women,7,3,Monmouth College
2024,Soccer,Women,5,5,Monmouth College
2024,Cross Country,Women,4,6,Monmouth College
2024,Tennis,Women,2,6,Monmouth College
2024,Basketball,Women,2,7,Monmouth College
2024,Swimming,Women,3,5,Monmouth College
2024,Indoor Track & Field,Women,8,2,Monmouth College
2024,Total,Women,31,5,Monmouth College
2024,Volleyball,Women,2,8,Ripon College
2024,Soccer,Women,3,7,Ripon College
2024,Cross Country,Women,7,3,Ripon College
2024,Tennis,Women,1,7,Ripon College
2024,Basketball,Women,9,1,Ripon College
2024,Swimming,Women,2,6,Ripon College
2024,Indoor Track & Field,Women,6,4,Ripon College
2024,Total,Women,30,6,Ripon College
